id,emoji,name,description,keywords,sentiment_label,sentiment_score
1354,⚠️, Warning,"A triangle with an exclamation mark inside, used as a warning or alert.",triangle exclamation mark inside warning alert,NEGATIVE,0.9816023707389832
1355,🚸,Children Crossing,"A crossing sign for children, usually positioned near schools or other areas that drivers should be cautious of young children in the area.",crossing sign children usually schools areas drivers cautious young,NEGATIVE,0.9889985918998718
1356,⛔,No Entry,No Entry was approved as part of Unicode 5.2 in 2009 and added to Emoji 1.0 in 2015.,2009 added emoji approved unicode entry 2015,NEGATIVE,0.9992768168449402
1357,🚫,Prohibited,"A red circle with a diagonal line through the middle, from top-left to bottom right, used to indicate that something is not permitted",red circle diagonal used indicate permitted line,NEGATIVE,0.9965806603431702
1358,🚳,No Bicycles,"A bicycle with a red stroke through it, indicating that bikes are prohibited from this location.",bicycle red stroke indicating bikes prohibited location,NEGATIVE,0.9941946864128113
1359,🚭,No Smoking,No Smoking was approved as part of Unicode 6.0 in 2010 under the name “No Smoking Symbol” and added to Emoji 1.0 in 2015.,smoking approved unicode 2010 symbol added emoji,NEGATIVE,0.9482763409614563
1360,🚯,No Littering,"A person dropping litter (rubbish, trash) with a red stroke through it, indicating that littering is prohibited in this area.",indicating littering prohibited person dropping litter area rubbish stroke,NEGATIVE,0.9962693452835083
1361,🚱,Non-Potable Water,"A water tap with a red stroke through it, indicating that water is not safe for drinking (non-potable).",water tap red safe drinking indicating stroke non potable,NEGATIVE,0.9996026158332825
1362,🚷,No Pedestrians,"A pedestrian symbol with a red stroke through it, indicating that pedestrians are prohibited from this location.",pedestrian symbol red indicating pedestrians prohibited stroke,NEGATIVE,0.9887708425521851
1363,📵,No Mobile Phones,"A mobile phone with a red stroke through it, indicating that mobile phones should not be present. Often seen in restricted areas, such as Customs or Passport Control.",phone red stroke mobile indicating phones present seen,NEGATIVE,0.9962005019187927
1364,🔞,No One Under Eighteen,"The number eighteen with a red stroke through it, indicating a location where a person must be aged 18 or above to enter. Often used online to indicate adult or NSFW content.",eighteen red stroke number indicating online indicate adult,NEGATIVE,0.9893617033958435
1365,☢️, Radioactive,A hazard symbol for radiation or radioactivity. May appear similar to a three-pronged fan at small sizes.,hazard symbol radiation radioactivity pronged fan small,NEGATIVE,0.998124897480011
1366,☣️, Biohazard,Biohazard was approved as part of Unicode 1.1 in 1993 under the name “Biohazard Sign” and added to Emoji 1.0 in 2015.,biohazard approved unicode 1993 sign added,NEGATIVE,0.9950135350227356
1367,⬆️, Up Arrow,"An arrow, pointing up.",arrow pointing,POSITIVE,0.9840514063835144
1368,↗️, Up-Right Arrow,"An arrow pointing diagonally in an up-right, or north-east direction.",arrow pointing diagonally right north east direction,NEGATIVE,0.6866115927696228
1369,➡️, Right Arrow,"An arrow, pointing right.",arrow pointing right,POSITIVE,0.9965049028396606
1370,↘️, Down-Right Arrow,"An arrow pointing diagonally in an down-right, or south-east direction.",arrow pointing diagonally right south,NEGATIVE,0.9025368690490723
1371,⬇️, Down Arrow,"An arrow, pointing down.",arrow pointing,NEGATIVE,0.8901792764663696
1372,↙️, Down-Left Arrow,"An arrow pointing diagonally in an down-left, or south-west direction.",arrow pointing diagonally left south,NEGATIVE,0.963145911693573
1373,⬅️, Left Arrow,"An arrow, pointing left.",arrow pointing left,NEGATIVE,0.990227222442627
1374,↖️, Up-Left Arrow,"An arrow pointing diagonally in an up-left, or north-west direction.",arrow pointing diagonally left north,NEGATIVE,0.9136833548545837
1375,↕️, Up-Down Arrow,"A vertical line with arrowheads on both ends, pointing up and down.",vertical line arrowheads ends pointing,POSITIVE,0.6677414178848267
1376,↔️, Left-Right Arrow,"A horizontal line with arrowheads on both ends, pointing left and right.",horizontal line arrowheads ends pointing left right,NEGATIVE,0.771310567855835
1377,↩️, Right Arrow Curving Left,"An arrow pointing to the left, with a curved hook at the other end. Similar in appearance to a sideways U Turn symbol, or a reply icon in an email application.",turn symbol reply icon arrow pointing left sideways,NEGATIVE,0.9957404136657715
1378,↪️, Left Arrow Curving Right,"An arrow pointing to the right, with a curved hook at the other end. Similar in appearance to a sideways U Turn symbol, or a forward icon in an email application.",arrow pointing right sideways turn symbol forward icon,NEGATIVE,0.9938602447509766
1379,⤴️, Right Arrow Curving Up,A curved arrow pointing up.,curved arrow pointing,POSITIVE,0.980395495891571
1380,⤵️, Right Arrow Curving Down,A curved arrow pointing down.,curved arrow pointing,NEGATIVE,0.6920456886291504
1381,🔃,Clockwise Vertical Arrows,Clockwise Vertical Arrows was approved as part of Unicode 6.0 in 2010 under the name “Clockwise Downwards and Upwards Open Circle Arrows” and added to Emoji 1.0 in 2015.,clockwise vertical arrows approved unicode 2010 added emoji,NEGATIVE,0.9793305993080139
1382,🔄,Counterclockwise Arrows Button,"Two arrows forming a circle, pointing in an anticlockwise direction. Similar to symbols sometimes used for refresh or rotate. May also be used to indicate a task is in progress.",arrows forming circle symbols used pointing anticlockwise rotate indicate,POSITIVE,0.515414834022522
1383,🔙,Back Arrow,Back Arrow was approved as part of Unicode 6.0 in 2010 under the name “Back with Leftwards Arrow Above” and added to Emoji 1.0 in 2015.,arrow approved unicode added emoji 2010 leftwards,NEGATIVE,0.9854347705841064
1384,🔚,End Arrow,End Arrow was approved as part of Unicode 6.0 in 2010 under the name “End with Leftwards Arrow Above” and added to Emoji 1.0 in 2015.,end arrow approved added emoji unicode leftwards 2010,NEGATIVE,0.9842641949653625
1385,🔛,On! Arrow,On! Arrow was approved as part of Unicode 6.0 in 2010 under the name “On with Exclamation Mark with Left Right Arrow Above” and added to Emoji 1.0 in 2015.,arrow added emoji approved unicode 2010 exclamation,NEGATIVE,0.9788196682929993
1386,🔜,Soon Arrow,"The word ""soon"" with an arrow above it, pointing to the right.",soon arrow pointing word right,POSITIVE,0.7949549555778503
1387,🔝,Top Arrow,"The word ""top"" with an arrow pointing up above it.",word arrow pointing,POSITIVE,0.9878981709480286
1388,🛐,Place of Worship,"A building used for worship by people of any faith or religion. Examples include a church, mosque, or synagogue. A person is shown on their knees praying, in this symbol.",building used worship praying symbol knees people church mosque,NEGATIVE,0.5032368302345276
1389,⚛️, Atom Symbol,Atom Symbol was approved as part of Unicode 4.1 in 2005 and added to Emoji 1.0 in 2015.,atom symbol approved unicode 2005 added emoji 2015,NEGATIVE,0.8098459839820862
1390,🕉️, Om,"A symbol often used in relation to the religions of Hinduism, Buddhism, Sikhism and Jainism.",sikhism jainism hinduism buddhism religions,POSITIVE,0.9985396862030029
1391,✡️, Star of David,A symbol often used in relation to the religion of Judaism. Not to be confused with the Six Pointed Star With Middle Dot emoji.,symbol used middle dot emoji star judaism confused pointed,NEGATIVE,0.9691858887672424
1392,☸️, Wheel of Dharma,"A symbol often used in relation to the Indian religions of Hinduism, Buddhism, Sikhism and Jainism.",sikhism hinduism buddhism indian religions jainism,POSITIVE,0.9986935257911682
1393,☯️, Yin Yang,Yin Yang was approved as part of Unicode 1.1 in 1993 and added to Emoji 1.0 in 2015.,yin yang approved unicode added emoji 2015 1993,NEGATIVE,0.6959840655326843
1394,✝️, Latin Cross,"A latin cross, otherwise known as a Christian cross. This cross symbol is often used as a symbol of Christianity. Similar in appearance to the Orthodox cross.",latin cross christian used symbol christianity known,NEGATIVE,0.6103472113609314
1395,☦️, Orthodox Cross,Orthodox Cross was approved as part of Unicode 1.1 in 1993 and added to Emoji 1.0 in 2015.,cross approved unicode orthodox 1993 added emoji,NEGATIVE,0.7636123299598694
1396,☪️, Star and Crescent,"The crescent moon and star is a symbol often associated with the religion of Islam. This symbol can be found on the flags of many countries, such as Algeria, Azerbaijan, Malaysia, Pakistan and Turkey.",moon star symbol islam flags crescent religion associated,POSITIVE,0.994932234287262
1397,☮️, Peace Symbol,"A circular symbol, commonly used as a representation of peace. Alternatives include the Victory Hand, or the Dove of Peace.",circular symbol commonly used hand dove peace,POSITIVE,0.9106749892234802
1398,🕎,Menorah,"A menorah showing nine lit candles, used on the Jewish holiday of Hanukkah.",candles used jewish menorah showing lit holiday hanukkah,POSITIVE,0.7341638803482056
1399,🔯,Dotted Six-Pointed Star,"A star with six points, and a dot in the center. Similar to the Star of David emoji.",star points dot david emoji center similar,POSITIVE,0.9789318442344666
1400,♈,Aries,The Aries astrological sign in the Zodiac. This Zodiac Symbol represents a Ram.,symbol represents ram zodiac astrological sign aries,NEGATIVE,0.682625949382782
1401,♉,Taurus,The Taurus astrological sign in the Zodiac. This Zodiac Symbol represents a Bull.,taurus astrological sign symbol represents bull zodiac,POSITIVE,0.6188129186630249
1402,♊,Gemini,The Gemini astrological sign in the Zodiac. This Zodiac Symbol represents Twins.,symbol represents twins gemini astrological sign zodiac,POSITIVE,0.9813698530197144
1403,♋,Cancer,The Cancer astrological sign in the Zodiac. This Zodiac Symbol represents a Crab.,cancer astrological sign symbol represents crab zodiac,NEGATIVE,0.9854865074157715
1404,♌,Leo,The Leo astrological sign in the Zodiac. This Zodiac Symbol represents a Lion.,leo astrological sign symbol represents lion zodiac,POSITIVE,0.9862719774246216
1405,♍,Virgo,The Virgo astrological sign in the Zodiac. This Zodiac Symbol represents a Maiden.,symbol represents maiden virgo astrological sign zodiac,POSITIVE,0.9821319580078125
1406,♎,Libra,The Libra astrological sign in the Zodiac. This Zodiac Symbol represents weighing scales.,libra astrological sign symbol represents weighing zodiac scales,POSITIVE,0.6957167983055115
1407,♏,Scorpio,The Scorpius astrological sign in the Zodiac. This Zodiac Symbol represents a Scorpion.,scorpius astrological sign symbol represents scorpion zodiac,NEGATIVE,0.9440513253211975
1408,♐,Sagittarius,The Sagittarius astrological sign in the Zodiac. This Zodiac Symbol represents an Archer.,sagittarius astrological sign zodiac symbol represents archer,POSITIVE,0.9731563925743103
1409,♑,Capricorn,The Capricorn astrological sign in the Zodiac. This Zodiac Symbol represents a Goat.,capricorn astrological sign symbol represents goat zodiac,POSITIVE,0.6223164796829224
1410,♒,Aquarius,The Aquarius astrological sign in the Zodiac. This Zodiac Symbol represents a Water-bearer.,aquarius astrological sign zodiac symbol,POSITIVE,0.9789944291114807
1411,♓,Pisces,The Pisces astrological sign in the Zodiac. This Zodiac Symbol represents a Fish.,pisces astrological sign symbol represents fish zodiac,POSITIVE,0.9426096081733704
1412,⛎,Ophiuchus,Ophiuchus is used by some as a 13th sign in the Zodiac. The symbol for ophiuchus appears a U shape with a wavy line through it.,zodiac symbol ophiuchus appears shape used 13th,NEGATIVE,0.9605143666267395
1413,🔀,Shuffle Tracks Button,Two arrows pointing right while crossing over one another. Used to indicate putting music on shuffle: randomizing the order of tracks in the upcoming playlist. May also be used to indicate two items switching places.,music shuffle playlist used indicate putting arrows pointing right randomizing,NEGATIVE,0.9945701956748962
1414,🔁,Repeat Button,Circular arrows pointing in a clockwise direction. Used in music player applications to loop a track or album continuously. Commonly used to repesent a retweet on Twitter.,circular arrows pointing clockwise direction used,NEGATIVE,0.9935867786407471
1415,🔂,Repeat Single Button,"Arrows pointing in a clockwise direction, with a number 1 badge in the lower corner.  Used in music player applications to loop a track or album once.",arrows pointing clockwise direction number badge,NEGATIVE,0.9848105311393738
1416,▶️, Play Button,"A triangle-shaped arrow, pointing right. Commonly used as a symbol for play.",shaped arrow pointing right used symbol play triangle,POSITIVE,0.756596565246582
1417,⏩,Fast-Forward Button,"Two triangles pointing to the right. Most commonly used as a symbol for fast forwarding media such as video tapes, CDs, or digital audio and video.",triangles pointing right commonly used symbol fast forwarding,NEGATIVE,0.9693817496299744
1418,⏭️, Next Track Button,A symbol used in media players to indicate skipping to the next track (or scene). Shown as two triangles pointing right followed by a vertical bar.,symbol used media players indicate skipping track,NEGATIVE,0.9981049299240112
1419,⏯️, Play or Pause Button,"A play-pause icon, showing a right-pointing triangle (play) next to a double vertical bar (pause).",play pause icon showing vertical bar pointing triangle,NEGATIVE,0.9815241694450378
1420,◀️, Reverse Button,"A triangle-shaped arrow, pointing left.",triangle shaped arrow pointing left,NEGATIVE,0.9923950433731079
1421,⏪,Fast Reverse Button,"Two triangles pointing to the left. Most commonly used as a symbol for rewinding media such as video tapes, CDs, or digital audio and video.",triangles pointing left symbol rewinding media used commonly,NEGATIVE,0.9988189339637756
1422,⏮️, Last Track Button,A symbol used in media players to indicate skipping to the first or previous track (or scene). Shown as a vertical bar followed by two triangles pointing left.,symbol used media players indicate skipping vertical bar followed,NEGATIVE,0.9994446635246277
1423,🔼,Upwards Button,"A triangle-shaped arrow, pointing up. Styled similarly to the left and right pointing triangles on iOS, but shown in red on Windows, and orange on Android.",shaped arrow pointing triangles ios shown triangle styled,NEGATIVE,0.962775468826294
1424,⏫,Fast Up Button,"Two triangles pointing up. Similar to rewind icon, rotated 90° clockwise.",rewind icon rotated similar 90 pointing clockwise,NEGATIVE,0.9603606462478638
1425,🔽,Downwards Button,"A triangle-shaped arrow, pointing down. Styled similarly to the left and right pointing triangles on iOS, but shown in red on Windows, and orange on Android.",shaped arrow pointing triangles ios shown triangle styled,NEGATIVE,0.9746982455253601
1426,⏬,Fast Down Button,"Two triangles pointing down. Similar to rewind icon, rotated 90° counter-clockwise.",similar rewind icon rotated 90 pointing counter clockwise,NEGATIVE,0.9801602959632874
1427,⏸️, Pause Button,"A pause icon, displayed as two vertical bars.",pause icon displayed vertical bars,NEGATIVE,0.9765324592590332
1428,⏹️, Stop Button,"A stop icon, displayed as a square.",stop icon displayed square,NEGATIVE,0.9861612319946289
1429,⏺️, Record Button,"A record icon, displayed as a circle.",record icon displayed circle,POSITIVE,0.9988502264022827
1430,⏏️, Eject Button,"An eject symbol, displayed as an upward-pointing triangle above a horiztonal bar. May be used as a physical button or an icon in a user interface. Represents the action of ejecting physical media such as a floppy disk, videocasette or DVD on a computer or media player.",eject symbol displayed represents action ejecting physical,NEGATIVE,0.9933033585548401
1431,🎦,Cinema,"An emoji representing the cinema: a large screen showing the latest movies, available to the public. Displayed by most platforms as a film projector symbol, and previously by Google and Microsoft as a cinema screen with curtains.",emoji representing cinema film projector symbol screen large,NEGATIVE,0.5101510882377625
1432,🔅,Dim Button,"An icon of a outlined sun, used when decreasing the brightness of a screen. Appears smaller than the High Brightness Symbol.",icon outlined sun high brightness symbol used,NEGATIVE,0.998217761516571
1433,🔆,Bright Button,"An icon of a outlined sun, used when increasing the brightness of a screen. Appears larger than the Low Brightness Symbol.",icon outlined sun brightness symbol low used,NEGATIVE,0.785089910030365
1434,📶,Antenna Bars,"Bars increasing in height, showing the strength of the mobile (cellular) phone signal. More bars signifies better reception.",phone signal bars signifies increasing height better reception,NEGATIVE,0.8883042335510254
1435,📳,Vibration Mode,"An icon representing vibration mode on a mobile phone, indicating that a phone should be switched to silent and/or vibrate mode.",icon representing vibration mode mobile vibrate silent,NEGATIVE,0.994844913482666
1436,📴,Mobile Phone Off,A sign indicating that mobile phones should be turned off. Used in situations such as a cinema or live performance.,sign indicating mobile phones turned,NEGATIVE,0.9971586465835571
1437,♀️, Female Sign,"A circle shown with a crossed vertical line beneath it, used as a representation for women. Often used on International Women's Day.",circle shown crossed representation women used international day,NEGATIVE,0.5728914141654968
1438,♂️, Male Sign,"A circle shown with a diagonal arrow pointing out the top-right, used as a representation for men.",shown diagonal arrow circle used representation men pointing,NEGATIVE,0.9597408175468445
1439,✖️, Multiply,Multiply was approved as part of Unicode 1.1 in 1993 under the name “Heavy Multiplication X” and added to Emoji 1.0 in 2015.,multiplication added emoji multiply approved unicode heavy 1993,NEGATIVE,0.9913883805274963
1440,➕,Plus,Plus was approved as part of Unicode 6.0 in 2010 under the name “Heavy Plus Sign” and added to Emoji 1.0 in 2015.,plus approved unicode heavy sign added emoji 2010,NEGATIVE,0.9957879185676575
1441,➖,Minus,Minus was approved as part of Unicode 6.0 in 2010 under the name “Heavy Minus Sign” and added to Emoji 1.0 in 2015.,minus approved unicode sign added heavy emoji,NEGATIVE,0.9975208640098572
1442,➗,Divide,Divide was approved as part of Unicode 6.0 in 2010 under the name “Heavy Division Sign” and added to Emoji 1.0 in 2015.,divide approved unicode heavy division sign added 2010,NEGATIVE,0.9966790676116943
1443,♾️, Infinity,The symbol for infinity enclosed within a circle or square.,symbol infinity enclosed circle square,POSITIVE,0.9754400849342346
1444,‼️, Double Exclamation Mark,Double Exclamation Mark was approved as part of Unicode 1.1 in 1993 and added to Emoji 1.0 in 2015.,exclamation mark approved double 1993 added emoji unicode 2015,NEGATIVE,0.8370606899261475
1445,⁉️, Exclamation Question Mark,Exclamation Question Mark was approved as part of Unicode 3.0 in 1999 and added to Emoji 1.0 in 2015.,exclamation question mark approved unicode 1999 added emoji 2015,NEGATIVE,0.8117982745170593
1446,❓,Question Mark,Question Mark was approved as part of Unicode 6.0 in 2010 under the name “Black Question Mark Ornament” and added to Emoji 1.0 in 2015.,black question mark ornament approved unicode added emoji 2010,NEGATIVE,0.9924276471138
1447,❔,White Question Mark,White Question Mark was approved as part of Unicode 6.0 in 2010 under the name “White Question Mark Ornament” and added to Emoji 1.0 in 2015.,white question mark ornament approved unicode 2010 added emoji,NEGATIVE,0.9903299808502197
1448,❕,White Exclamation Mark,White Exclamation Mark was approved as part of Unicode 6.0 in 2010 under the name “White Exclamation Mark Ornament” and added to Emoji 1.0 in 2015.,white exclamation mark approved ornament 2010 unicode,NEGATIVE,0.9852592945098877
1449,❗,Exclamation Mark,Exclamation Mark was approved as part of Unicode 5.2 in 2009 under the name “Heavy Exclamation Mark Symbol” and added to Emoji 1.0 in 2015.,exclamation mark approved symbol heavy added emoji unicode 2009,NEGATIVE,0.9958664178848267
1450,〰️, Wavy Dash,"Just like a regular dash (hyphen), sometimes used in Asian character sets in the same way a – or — is used in latin character sets.",dash hyphen used regular asian latin character sets,NEGATIVE,0.9836756587028503
1451,💱,Currency Exchange,"A symbol for exchanging of two currencies. Most commonly displayed as a dollar symbol, with arrows to and from a yen symbol.",yen symbol arrows exchanging currencies dollar,NEGATIVE,0.9119080901145935
1452,💲,Heavy Dollar Sign,Heavy Dollar Sign was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.,heavy dollar sign approved unicode 2010 added emoji,NEGATIVE,0.9925366640090942
1453,⚕️, Medical Symbol,A symbol displaying of a rod with a snake entwined around the outside in a downward-spiral shape.,symbol displaying rod snake entwined outside downward spiral shape,NEGATIVE,0.957471489906311
1454,♻️, Recycling Symbol,"The universal recycling symbol, featuring three arrows pointing clockwise in a triangular formation.",universal recycling symbol featuring arrows,NEGATIVE,0.7691565155982971
1455,⚜️, Fleur-de-lis,"A decorative symbol that appears like a golden flower, but found in all manner of logos, symbols, and patterns. This symbol forms part of the World Scout Emblem, amongst other uses.",decorative symbol appears scout emblem uses world like,POSITIVE,0.9976473450660706
1456,🔱,Trident Emblem,"A trident is a three-pronged spear, that appears similar to a pitchfork. Often held by Greek or Roman Gods in statues.",trident pronged spear appears,NEGATIVE,0.9372351765632629
1457,📛,Name Badge,"A name badge, used to identify oneself in a location that others may not know your name, such as a school trip, or a work conference.",badge used identify oneself location,NEGATIVE,0.9959642887115479
1458,🔰,Japanese Symbol for Beginner,"A yellow and green shield symbol, called a Shoshinsha Mark. Must be displayed by drivers in Japan for one year after they receive their drivers licence.",symbol called shoshinsha mark displayed drivers japan green shield year,NEGATIVE,0.987228512763977
1459,⭕,Hollow Red Circle,Used as an alternative to a check (tick) in Japan for a something that is correct. The opposite of an X (cross mark) for something wrong.,opposite cross mark alternative check tick japan correct wrong,NEGATIVE,0.9957607388496399
1460,✅,Check Mark Button,A check mark that displays with a white outlined appearance. Shows on most platforms with a bright green rounded rectangle or circle surrounding it.,check mark displays white outlined appearance,POSITIVE,0.8902532458305359
1461,☑️, Check Box with Check,A checkbox showing a check mark inside the box. Not to be confused with the similarly named Ballot Box With Ballot emoji.,box ballot emoji named checkbox showing check,NEGATIVE,0.9961375594139099
1462,✔️, Check Mark,"A thick check mark / tick displayed on some platforms in a handwritten style. Generally displayed in black, except on Windows where it is displayed in green. Commonly used in lists to signify completed tasks or verification of a statement of fact.",check mark tick displayed handwritten style generally,NEGATIVE,0.9974843263626099
1463,❌,Cross Mark,"A large red cross mark, displayed in the shape of a letter X and similar to a multiplication sign.",red cross mark displayed large shape letter,NEGATIVE,0.9835188388824463
1464,❎,Cross Mark Button,Cross Mark Button was approved as part of Unicode 6.0 in 2010 under the name “Negative Squared Cross Mark” and added to Emoji 1.0 in 2015.,button approved unicode cross mark 2010 negative added emoji squared,NEGATIVE,0.9953683614730835
1465,➰,Curly Loop,"A curled loop, which is shown in black on most platforms. Displayed as a blue ribbon on Samsung devices.",curled loop shown blue ribbon samsung devices black,NEGATIVE,0.9727610945701599
1466,➿,Double Curly Loop,"Two curly loops, which represent a reel-to-reel tape recorder. Used as a symbol for voicemail on many phones.",curly loops represent reel tape recorder used symbol,NEGATIVE,0.9955049157142639
1467,〽️, Part Alternation Mark,"Used in traditional Japanese music such as Noh or Renga, to indicate the start of a song. More specifically, the part alternation mark is displayed where the singer’s part begins.",noh renga indicate specifically alternation mark start displayed japanese music,NEGATIVE,0.6492792963981628
1468,✳️, Eight-Spoked Asterisk,Used in a similar manner to a regular * asterisk character but tends to be shown in a similar vertical alignment to a • bullet point. The eight spoked asterisk has both a ✳︎ text and ✳️ emoji presentation available on most platforms.,asterisk text emoji character spoked regular presentation point,NEGATIVE,0.9911171197891235
1469,✴️, Eight-Pointed Star,"A star with eight points, that is commonly shown in orange, and for some reason, with only four points.",star points commonly orange reason shown,NEGATIVE,0.9829379916191101
1470,❇️, Sparkle,"Used a decorative bullet-point, the sparkle has both a ❇︎ text and ❇️ emoji presentation available on most platforms.",sparkle text emoji point presentation available decorative bullet,POSITIVE,0.6524759531021118
1471,©️, Copyright,Copyright was approved as part of Unicode 1.1 in 1993 under the name “Copyright Sign” and added to Emoji 1.0 in 2015.,copyright approved unicode 1993 sign added emoji 2015,NEGATIVE,0.9465965628623962
1472,®️, Registered,Registered was approved as part of Unicode 1.1 in 1993 under the name “Registered Sign” and added to Emoji 1.0 in 2015.,registered approved unicode 1993 sign added emoji 2015,NEGATIVE,0.9646720886230469
1473,™️, Trade Mark,"A trademark symbol, the letters TM displayed after a word that is trademarked.",symbol letters tm trademark displayed word trademarked,POSITIVE,0.6159891486167908
1474,#️⃣,⃣ Keycap Number Sign,"A hash key, sometimes referred to as a pound key in the United States. Most commonly used online to make a hashtag (or hash flag) on social media sites.",hash key referred pound hashtag flag,NEGATIVE,0.9954622387886047
1475,*️⃣,⃣ Keycap Asterisk,The Keycap Asterisk emoji is a keycap sequence combining * Asterisk and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap asterisk emoji sequence display single,NEGATIVE,0.9930984377861023
1476,0️⃣,⃣ Keycap Digit Zero,The Keycap Digit Zero emoji is a keycap sequence combining 0 Digit Zero and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,zero emoji keycap sequence digit,NEGATIVE,0.9950186014175415
1477,1️⃣,⃣ Keycap Digit One,The Keycap Digit One emoji is a keycap sequence combining 1 Digit One and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence display single,NEGATIVE,0.9925988912582397
1478,2️⃣,⃣ Keycap Digit Two,The Keycap Digit Two emoji is a keycap sequence combining 2 Digit Two and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence display single,NEGATIVE,0.9921138286590576
1479,3️⃣,⃣ Keycap Digit Three,The Keycap Digit Three emoji is a keycap sequence combining 3 Digit Three and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence display,NEGATIVE,0.9910494089126587
1480,4️⃣,⃣ Keycap Digit Four,The Keycap Digit Four emoji is a keycap sequence combining 4 Digit Four and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence display,NEGATIVE,0.9909456968307495
1481,5️⃣,⃣ Keycap Digit Five,The Keycap Digit Five emoji is a keycap sequence combining 5 Digit Five and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence display,NEGATIVE,0.9917187690734863
1482,6️⃣,⃣ Keycap Digit Six,The Keycap Digit Six emoji is a keycap sequence combining 6 Digit Six and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence display,NEGATIVE,0.9922494888305664
1483,7️⃣,⃣ Keycap Digit Seven,The Keycap Digit Seven emoji is a keycap sequence combining 7 Digit Seven and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,seven emoji keycap sequence digit,NEGATIVE,0.991415798664093
1484,8️⃣,⃣ Keycap Digit Eight,The Keycap Digit Eight emoji is a keycap sequence combining 8 Digit Eight and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence display,NEGATIVE,0.9904991984367371
1485,9️⃣,⃣ Keycap Digit Nine,The Keycap Digit Nine emoji is a keycap sequence combining 9 Digit Nine and ⃣ Combining Enclosing Keycap. These display as a single emoji on supported platforms.,keycap digit emoji sequence,NEGATIVE,0.992274820804596
1486,🔟,Keycap: 10,"The number 10 on a square with rounded corners, designed to look like a keycap.",10 square rounded number look like keycap corners,NEGATIVE,0.9900444746017456
1487,🔠,Input Latin Uppercase,"A symbol showing the capital letters A, B, C and D. Intended to be used on a software keyboard, or other input screen to toggle capital letter input.",symbol showing capital letter input letters toggle,NEGATIVE,0.9970205426216125
1488,🔡,Input Latin Lowercase,"A symbol showing the lowercase letters a, b, c and d. Intended to be used on a software keyboard, or other input screen to toggle lowercase letter input.",symbol showing lowercase letters letter input intended,NEGATIVE,0.9970923662185669
1489,🔢,Input Numbers,"A symbol showing the numbers 1, 2, 3 and 4. Intended to be used on a software keyboard, or other input screen to enable symbol input, as opposed to alphabetical or symbol input.",symbol showing numbers input alphabetical opposed,NEGATIVE,0.9939643740653992
1490,🔣,Input Symbols,"A symbol showing the following glyphs: 〒 (Japanese postal mark), 𝅘𝅥𝅮 (music note), & (ampersand, or sometimes an @ symbol) and % (percentage sign).",symbol percentage sign glyphs japanese postal mark following,NEGATIVE,0.9808818101882935
1491,🔤,Input Latin Letters,"A symbol showing the lowercase letters a, b, c and d. Intended to be used on a software keyboard, or other input screen to enable alphabetical input, as opposed to numeric or symbol input.",symbol input showing lowercase numeric letters intended,NEGATIVE,0.9920499920845032
1492,🅰️, A Button (Blood Type),A symbol representing Blood Type A. Displayed as the letter A on a red background.,symbol representing blood type displayed,NEGATIVE,0.9182175993919373
1493,🆎,AB Button (Blood Type),A symbol representing Blood Type AB. Displayed as the letters AB on a red background.,symbol representing blood type ab letters red,NEGATIVE,0.9800160527229309
1494,🅱️, B Button (Blood Type),A symbol representing Blood Type B. Displayed as the letter B on a red background.,symbol representing blood type displayed,NEGATIVE,0.959105908870697
1495,🆑,CL Button,CL is what shows on the CLear button of some older mobile phones.,cl shows clear older mobile phones button,NEGATIVE,0.8786436915397644
1496,🆒,Cool Button,"The word cool, shown enclosed in a square. This generally displays in a shade of blue, or blue-gray on most platforms. Used as a text decoration.",word cool shown enclosed shade blue gray platforms,NEGATIVE,0.91496342420578
1497,🆓,Free Button,"The word free, shown enclosed in a square.",word free shown enclosed square,NEGATIVE,0.8627846240997314
1498,ℹ️, Information,"A lowercase letter i, enclosed in a rounded square or circle. Implemented in apps or websites to indicate that help or further information is available.",lowercase letter enclosed indicate help information rounded,NEGATIVE,0.9766616225242615
1499,🆔,ID Button,The letters ID in a square.,letters id square,NEGATIVE,0.926787257194519
1500,Ⓜ️, Circled M,"The letter M in a circle, commonly used in to identify a Metro (subway, underground train) station in a city area.",identify metro subway used underground train station city,NEGATIVE,0.7697203755378723
1501,🆕,New Button,"The word new, shown enclosed in a square.",word new shown enclosed square,NEGATIVE,0.9935292601585388
